"species"	"x"	"y"
"Vaspis"	11.635022	43.62045
"Vaspis"	7.21025	45.584642
"Vaspis"	0.496408	42.73784
"Vaspis"	10.883826	45.931301
"Vaspis"	11.04529	46.077106
"Vaspis"	0.539814	42.597011
"Vaspis"	12.811102	42.621728
"Vaspis"	16.387001	38.498363
"Vaspis"	11.113163	46.166553
"Vaspis"	6.901667	43.720278
"Vaspis"	7.369876	44.002174
"Vaspis"	12.810087	42.019981
"Vaspis"	6.786842	44.903581
"Vaspis"	13.227199	41.587784
"Vaspis"	-0.176404	42.804066
"Vaspis"	13.581018	42.145962
"Vaspis"	-2.736254	42.794388
"Vaspis"	9.447474	44.578181
"Vaspis"	6.673951	43.84552
"Vaspis"	11.057919	45.80861
"Vaspis"	12.065166	43.017331
"Vaspis"	4.796312	46.234097
"Vaspis"	10.229622	44.058617
"Vaspis"	7.873568	45.706025
"Vaspis"	-1.974652	48.55718
"Vaspis"	6.656921	45.610959
"Vaspis"	10.178469	44.075109
"Vaspis"	7.04213	44.774485
"Vaspis"	3.204194	43.877074
"Vaspis"	12.120075	42.197935
"Vaspis"	4.265796	44.613018
"Vaspis"	7.384733	45.568597
"Vaspis"	0.84875	42.519937
"Vaspis"	8.286437	45.23408
"Vaspis"	13.235983	41.595659
"Vaspis"	1.98233	43.413528
"Vaspis"	8.398858	46.32767
"Vaspis"	2.666138	48.282567
"Vaspis"	9.653883	44.337983
"Vaspis"	5.215111	44.646964
"Vaspis"	7.279105	44.159973
"Vaspis"	5.352665	45.381062
"Vaspis"	7.122714	45.048865
"Vaspis"	12.193123	43.475819
"Vaspis"	7.966073	45.140316
"Vaspis"	7.480332	45.110457
"Vaspis"	6.823585	45.034135
"Vaspis"	7.030095	45.802147
"Vaspis"	6.928288	44.982652
"Vaspis"	5.354316	45.377101
"Vaspis"	7.041392	44.780152
"Vaspis"	12.470636	41.761828
"Vaspis"	0.855406	42.63462
"Vaspis"	0.118919	42.603355
"Vaspis"	1.81	42.56
"Vaspis"	7.333814	45.580036
"Vaspis"	6.089872	44.750553
"Vaspis"	6.977892	44.4249
"Vaspis"	1.109741	47.402456
"Vaspis"	6.152109	44.875237
"Vaspis"	2.160244	45.968188
"Vaspis"	6.135326	44.734528
"Vaspis"	-0.7	42.85
"Vaspis"	3.955152	47.618481
"Vaspis"	14.0464	42.22492
"Vaspis"	1.198658	42.862178
"Vaspis"	6.41241	45.373808
"Vaspis"	1.37836	42.808212
"Vaspis"	0.497118	42.750951
"Vaspis"	11.11029	45.858028
"Vaspis"	12.946203	45.621413
"Vaspis"	11.611441	43.585094
"Vaspis"	11.309534	45.771424
"Vaspis"	10.7022	45.849955
"Vaspis"	1.864095	42.30608
"Vaspis"	7.260719	47.944388
"Vaspis"	10.957834	46.061817
"Vaspis"	0.224195	42.69416
"Vaspis"	6.868839	44.69982
"Vaspis"	0.717525	44.953087
"Vaspis"	6.941419	45.979978
"Vaspis"	-0.51686	42.803535
"Vaspis"	15.356836	40.478168
"Vaspis"	11.654627	43.933056
"Vaspis"	0.648715	42.541225
"Vaspis"	10.811945	42.775122
"Vaspis"	1.235223	42.685926
"Vaspis"	12.239664	42.617866
"Vaspis"	2.163022	42.744163
"Vaspis"	6.782588	45.059473
"Vaspis"	-0.140129	42.835874
"Vaspis"	2.528438	42.333317
"Vaspis"	-0.695583	42.852845
"Vaspis"	5.199203	44.828463
"Vaspis"	7.723528	45.574248
"Vaspis"	5.798802	46.32704
"Vaspis"	3.364609	43.868662
"Vaspis"	3.269173	43.842228
"Vaspis"	11.13348	46.152934
"Vaspis"	6.268653	45.8285
"Vaspis"	0.988536	42.491582
"Vaspis"	7.316349	44.274407
"Vaspis"	11.341733	46.422875
"Vaspis"	14.777676	36.97258
"Vaspis"	8.147846	48.862312
"Vaspis"	7.82279	48.184708
"Vaspis"	7.158435	47.951042
"Vaspis"	8.16636	47.737846
"Vaspis"	8.479293	49.763805
"Vaspis"	11.750596	42.574066
"Vaspis"	11.717474	42.57996
"Vaspis"	2.776854	48.343537
"Vaspis"	12.270897	46.051017
"Vaspis"	-0.007422	42.726268
"Vaspis"	-2.691274	42.822936
"Vaspis"	11.310083	45.988975
"Vaspis"	13.69485	41.695535
"Vaspis"	13.705757	41.787311
"Vaspis"	2.68541	45.278018
"Vaspis"	7.347432	44.176568
"Vaspis"	-2.680767	42.780765
"Vaspis"	6.072801	44.246383
"Vaspis"	13.768888	41.81139
"Vaspis"	5.598353	44.993626
"Vaspis"	12.789557	41.731731
"Vaspis"	-1.969491	48.557539
"Vaspis"	6.397853	43.773245
"Vaspis"	-1.971891	48.558211
"Vaspis"	1.052301	42.82645
"Vaspis"	-1.971541	48.557799
"Vaspis"	7.293788	44.200346
"Vaspis"	11.585771	42.831719
"Vaspis"	10.874963	42.988099
"Vaspis"	-0.333358	42.95695
"Vaspis"	6.677938	44.925533
"Vaspis"	11.099621	46.062631
"Vaspis"	13.598172	41.766709
"Vaspis"	-0.449638	42.778787
"Vaspis"	1.080107	47.455391
"Vaspis"	7.427922	45.5844
"Vaspis"	5.98	48.97
"Vaspis"	8.24	47.69
"Vaspis"	1.080126	47.455402
"Vaspis"	13.773311	41.922748
"Vaspis"	6.120627	44.988449
"Vaspis"	1.028527	47.426186
"Vaspis"	-0.106745	42.652414
"Vaspis"	5.065556	44.645556
"Vaspis"	-1.628567	42.981975
"Vaspis"	3.94256	45.204098
"Vaspis"	1.029993	47.424622
"Vaspis"	1.0625	47.480036
"Vaspis"	1.06361	47.453997
"Vaspis"	1.029061	47.427673
"Vaspis"	1.062434	47.479965
"Vaspis"	11.635975	43.490592
"Vaspis"	1.058584	47.413447
"Vaspis"	-3.212336	42.167206
"Vaspis"	1.223148	46.740582
"Vaspis"	-3.081721	42.649578
"Vaspis"	5.712719	48.299811
"Vaspis"	1.228632	46.67862
"Vaspis"	1.049303	47.44038
"Vaspis"	7.528789	45.920193
"Vaspis"	1.228719	46.678635
"Vaspis"	1.031169	47.427498
"Vaspis"	9.636285	46.248139
"Vaspis"	3.527696	44.213168
"Vaspis"	1.031502	47.425838
"Vaspis"	5.69	44.1
"Vaspis"	5.67	44.02
"Vaspis"	6.902606	45.7886
"Vaspis"	8.301221	46.293294
"Vaspis"	6.596707	44.88029
"Vaspis"	7.041633	44.780045
"Vaspis"	7.105768	45.045793
"Vaspis"	6.722688	45.701286
"Vaspis"	13.391522	42.259353
"Vaspis"	13.903289	41.716423
"Vaspis"	7.179565	45.527757
"Vaspis"	7.12642	44.699825
"Vaspis"	2.11263	47.16422
"Vaspis"	2.12344	47.78246
"Vaspis"	2.17968	47.83661
"Vaspis"	2.36762	47.86552
"Vaspis"	2.60192	47.59521
"Vaspis"	2.27197	47.80521
"Vaspis"	1.97225	47.8809
"Vaspis"	2.59455	47.66088
"Vaspis"	2.93711	47.79503
"Vaspis"	2.25119	47.93116
"Vaspis"	2.84857	47.96598
"Vaspis"	1.61099	47.52956
"Vaspis"	1.58971	46.92418
"Vaspis"	-1.67315	47.14767
"Vaspis"	1.56956	46.43436
"Vaspis"	-1.65682	47.06026
"Vaspis"	1.66213	47.25202
"Vaspis"	6.52086	46.33368
"Vaspis"	1.44216	47.0475
"Vaspis"	1.38553	47.02786
"Vaspis"	1.96414	46.98435
"Vaspis"	1.44958	46.47913
"Vaspis"	1.41366	46.74212
"Vaspis"	1.42143	46.98595
"Vaspis"	2.01754	46.61928
"Vaspis"	6.82326	43.77694
"Vaspis"	1.16192	46.55561
"Vaspis"	-1.56042	47.3031
"Vaspis"	1.98222	46.67588
"Vaspis"	1.30168	46.71222
"Vaspis"	1.67774	46.58026
"Vaspis"	0.51954	46.70868
"Vaspis"	0.51702	46.70473
"Vaspis"	0.51575	46.70475
"Vaspis"	0.52352	46.7096
"Vaspis"	0.51928	46.70859
"Vaspis"	0.52526	46.70312
"Vaspis"	0.51969	46.70235
"Vaspis"	0.5199	46.70879
"Vaspis"	0.52129	46.69889
"Vaspis"	0.52196	46.70366
"Vaspis"	0.52632	46.70992
"Vaspis"	0.52474	46.70286
"Vaspis"	0.52514	46.70298
"Vaspis"	0.52478	46.70265
"Vaspis"	0.51544	46.70376
"Vaspis"	0.52418	46.70543
"Vaspis"	0.51954	46.70848
"Vaspis"	0.52942	46.70502
"Vaspis"	0.5236	46.70791
"Vaspis"	0.52814	46.70375
"Vaspis"	0.51941	46.70913
"Vaspis"	0.51831	46.70183
"Vaspis"	0.51996	46.7002
"Vaspis"	0.51882	46.70836
"Vaspis"	0.51532	46.70395
"Vaspis"	0.52175	46.70073
"Vaspis"	0.51545	46.70376
"Vaspis"	0.52052	46.69733
"Vaspis"	0.52241	46.69603
"Vaspis"	0.51817	46.7079
"Vaspis"	0.52006	46.70873
"Vaspis"	-0.66609	44.09871
"Vaspis"	0.51688	46.69948
"Vaspis"	0.51593	46.69873
"Vaspis"	1.85998	45.57921
"Vaspis"	0.05557	44.28196
"Vaspis"	1.13373	45.44603
"Vaspis"	5.6859	44.45824
"Vaspis"	3.01558	48.05456
"Vaspis"	-0.54987	44.59175
"Vaspis"	-1.33251	47.60317
"Vaspis"	1.46544	46.44081
"Vaspis"	0.08487	47.92777
"Vaspis"	3.37728	46.51096
"Vaspis"	3.18455	46.85055
"Vaspis"	-1.88029	47.09573
"Vaspis"	0.88414	47.24894
"Vaspis"	0.44628	47.45207
"Vaspis"	0.9166	47.22302
"Vaspis"	1.06031	47.48908
"Vaspis"	0.96879	47.17237
"Vaspis"	0.50013	47.33144
"Vaspis"	0.8469	47.09396
"Vaspis"	0.42286	46.95526
"Vaspis"	0.3052	47.30334
"Vaspis"	0.60286	47.411
"Vaspis"	0.40685	47.16454
"Vaspis"	1.08391	47.39832
"Vaspis"	0.97559	46.825
"Vaspis"	0.84107	47.38267
"Vaspis"	0.94317	47.20408
"Vaspis"	0.63422	47.06687
"Vaspis"	0.8971	47.41696
"Vaspis"	0.68682	47.23136
"Vaspis"	0.36197	47.25174
"Vaspis"	0.84526	47.33462
"Vaspis"	0.4671	47.58157
"Vaspis"	1.25696	47.21517
"Vaspis"	0.47736	47.51298
"Vaspis"	0.63091	47.49604
"Vaspis"	0.47306	47.62366
"Vaspis"	0.79049	47.2927
"Vaspis"	0.71604	47.33138
"Vaspis"	0.84037	47.43678
"Vaspis"	0.46856	47.01562
"Vaspis"	0.61883	47.6758
"Vaspis"	0.81008	47.35253
"Vaspis"	0.40764	46.99903
"Vaspis"	0.66742	47.65901
"Vaspis"	0.27653	47.06772
"Vaspis"	0.70298	47.47808
"Vaspis"	0.36301	47.34965
"Vaspis"	0.25532	47.52713
"Vaspis"	0.76107	47.4299
"Vaspis"	0.56419	47.50351
"Vaspis"	0.45977	47.18289
"Vaspis"	0.3025	47.38823
"Vaspis"	0.34198	47.1686
"Vaspis"	0.78674	47.49891
"Vaspis"	0.42984	47.39132
"Vaspis"	0.64801	47.53075
"Vaspis"	0.92062	47.38986
"Vaspis"	0.82334	47.53905
"Vaspis"	1.36005	46.78811
"Vaspis"	0.93703	47.55398
"Vaspis"	1.44197	48.11327
"Vaspis"	1.1231	47.27647
"Vaspis"	1.03167	47.45579
"Vaspis"	0.5784	47.1533
"Vaspis"	0.2716	47.51303
"Vaspis"	0.28296	47.42326
"Vaspis"	0.6594	47.03055
"Vaspis"	0.73328	47.1125
"Vaspis"	1.10891	47.18456
"Vaspis"	0.83009	47.2044
"Vaspis"	0.90002	46.94919
"Vaspis"	0.65785	47.41824
"Vaspis"	1.07771	47.31002
"Vaspis"	0.64518	47.2778
"Vaspis"	1.13313	48.09948
"Vaspis"	0.3291	46.98234
"Vaspis"	0.90906	47.59258
"Vaspis"	0.90946	47.36195
"Vaspis"	1.49447	48.14268
"Vaspis"	0.60195	47.33738
"Vaspis"	1.60771	48.1488
"Vaspis"	0.56473	47.26478
"Vaspis"	0.23565	47.36779
"Vaspis"	0.10916	47.24657
"Vaspis"	1.15896	47.15375
"Vaspis"	-1.96552	47.03847
"Vaspis"	-0.89299	47.06998
"Vaspis"	-2.04695	46.92061
"Vaspis"	-1.93097	46.74865
"Vaspis"	-0.75794	47.33666
"Vaspis"	-1.35817	46.66247
"Vaspis"	1.35207	47.73829
"Vaspis"	-1.68147	46.50251
"Vaspis"	-0.41866	47.65945
"Vaspis"	-1.60545	46.72773
"Vaspis"	-0.51044	47.53481
"Vaspis"	-1.97088	47.04381
"Vaspis"	-1.66441	47.20315
"Vaspis"	-0.76451	47.3335
"Vaspis"	-0.1759	47.68897
"Vaspis"	-0.99663	47.21854
"Vaspis"	0.40153	47.76
"Vaspis"	-2.06005	46.93762
"Vaspis"	-1.99703	46.73312
"Vaspis"	1.67036	47.28949
"Vaspis"	1.48411	47.2864
"Vaspis"	1.54979	47.48787
"Vaspis"	-1.52643	46.60196
"Vaspis"	0.0119	47.19891
"Vaspis"	-0.75792	47.33655
"Vaspis"	-1.79678	46.70628
"Vaspis"	-2.06141	46.93697
"Vaspis"	-0.8927	47.06992
"Vaspis"	-2.02675	46.98046
"Vaspis"	-0.89252	47.07039
"Vaspis"	1.67953	47.3405
"Vaspis"	-1.24164	47.10333
"Vaspis"	-0.41894	47.6595
"Vaspis"	-0.41852	47.65962
"Vaspis"	-0.41835	47.65952
"Vaspis"	-1.93832	46.91719
"Vaspis"	-1.50994	47.03914
"Vaspis"	-2.10885	47.14703
"Vaspis"	-1.80372	46.60603
"Vaspis"	-1.47744	46.71149
"Vaspis"	-0.89258	47.07035
"Vaspis"	1.24404	48.0779
"Vaspis"	-0.41849	47.6597
"Vaspis"	0.0117	47.19925
"Vaspis"	-0.41845	47.65975
"Vaspis"	-1.34166	47.22978
"Vaspis"	-0.89219	47.07087
"Vaspis"	-0.89254	47.07061
"Vaspis"	-1.16878	47.422
"Vaspis"	-1.35765	46.66229
"Vaspis"	-1.95192	46.72849
"Vaspis"	-0.89224	47.07052
"Vaspis"	-1.81523	46.61371
"Vaspis"	-1.33948	47.2296
"Vaspis"	-1.77945	46.55162
"Vaspis"	-0.00257	47.16828
"Vaspis"	-1.1682	47.4218
"Vaspis"	-1.35792	46.66217
"Vaspis"	-0.94999	47.09814
"Vaspis"	-1.37635	46.65784
"Vaspis"	-0.76966	47.34311
"Vaspis"	-1.98634	46.92891
"Vaspis"	0.20892	47.88952
"Vaspis"	-1.26851	46.41875
"Vaspis"	-1.35794	46.66218
"Vaspis"	-1.27062	47.52328
"Vaspis"	-1.54779	47.02984
"Vaspis"	-0.02073	47.18454
"Vaspis"	-0.79383	47.35655
"Vaspis"	1.30099	47.68563
"Vaspis"	-1.22932	46.71486
"Vaspis"	-1.69841	47.32432
"Vaspis"	-1.20451	46.45124
"Vaspis"	-1.81515	46.61311
"Vaspis"	-0.7646	46.54757
"Vaspis"	-1.11146	47.48581
"Vaspis"	-1.35794	46.66216
"Vaspis"	-0.76493	47.33398
"Vaspis"	-1.22327	47.20203
"Vaspis"	-2.2103	47.1471
"Vaspis"	-0.56825	47.30556
"Vaspis"	-1.33194	47.23006
"Vaspis"	-0.41828	47.65958
"Vaspis"	-0.41846	47.65969
"Vaspis"	-1.79252	46.54908
"Vaspis"	0.91604	47.61418
"Vaspis"	-0.41847	47.65971
"Vaspis"	-0.7575	47.33736
"Vaspis"	-0.4186	47.65947
"Vaspis"	-0.93714	47.16417
"Vaspis"	-0.4185	47.65966
"Vaspis"	-1.80944	46.50131
"Vaspis"	-1.70616	47.52877
"Vaspis"	-0.03804	47.4597
"Vaspis"	-0.89256	47.07038
"Vaspis"	-1.43556	47.34328
"Vaspis"	-1.66029	46.74897
"Vaspis"	0.03628	47.52024
"Vaspis"	-0.41869	47.65963
"Vaspis"	-1.08117	47.30352
"Vaspis"	-1.96404	47.27923
"Vaspis"	-1.30547	47.0341
"Vaspis"	-1.8976	46.66546
"Vaspis"	-1.81528	46.61348
"Vaspis"	-1.86903	47.06825
"Vaspis"	-2.18042	47.12378
"Vaspis"	-0.76422	47.33435
"Vaspis"	-0.41865	47.65953
"Vaspis"	-1.86935	47.06844
"Vaspis"	-0.96621	47.22673
"Vaspis"	-0.7575	47.33749
"Vaspis"	-0.03061	47.22707
"Vaspis"	-0.80429	47.06817
"Vaspis"	0.29882	47.67421
"Vaspis"	-1.66319	46.74932
"Vaspis"	-1.29689	47.5608
"Vaspis"	-1.8696	46.82416
"Vaspis"	-1.97251	47.03787
"Vaspis"	-2.15883	47.24936
"Vaspis"	-0.7649	47.33359
"Vaspis"	-0.95447	47.09964
"Vaspis"	-0.91811	47.35691
"Vaspis"	-1.93326	47.0064
"Vaspis"	-1.18618	47.34474
"Vaspis"	-0.02078	47.18461
"Vaspis"	-1.43962	47.54253
"Vaspis"	-0.419	47.65959
"Vaspis"	-0.82893	46.99389
"Vaspis"	-1.80187	46.60614
"Vaspis"	-1.27793	47.52594
"Vaspis"	-1.60251	46.72339
"Vaspis"	-1.49904	47.32515
"Vaspis"	-1.16864	47.42133
"Vaspis"	-0.62685	47.61345
"Vaspis"	-0.89179	47.06908
"Vaspis"	-1.37008	46.66126
"Vaspis"	-1.1352	47.37541
"Vaspis"	-1.36014	47.20059
"Vaspis"	-1.96781	47.04485
"Vaspis"	-1.1662	47.41524
"Vaspis"	-2.0624	47.23741
"Vaspis"	-2.06009	46.93759
"Vaspis"	-0.54453	42.88802
"Vaspis"	-0.49267	42.84351
"Vaspis"	-0.3532	42.84464
"Vaspis"	-0.60271	42.99688
"Vaspis"	-0.47462	42.90379
"Vaspis"	0.0659	42.86042
"Vaspis"	-0.56425	42.88464
"Vaspis"	-0.58333	42.89094
"Vaspis"	-0.48433	42.84446
"Vaspis"	-0.53365	42.79975
"Vaspis"	-0.47075	42.83133
"Vaspis"	-0.38403	42.83466
"Vaspis"	-0.47927	42.83692
"Vaspis"	-0.52033	42.85157
"Vaspis"	-2.06626	47.22525
"Vaspis"	1.20599	47.89022
"Vaspis"	1.02337	47.78678
"Vaspis"	0.37176	47.93156
"Vaspis"	7.34	44.18
"Vaspis"	2.24634	43.31937
"Vaspis"	13.715	41.865
"Vaspis"	13.85403	41.78042
"Vaspis"	-0.31188	44.01392
"Vaspis"	-0.78717	44.03374
"Vaspis"	-1.97229	48.55719
"Vaspis"	-1.97251	48.55711
"Vaspis"	-1.9742	48.5568
"Vaspis"	-1.97383	48.55688
"Vaspis"	-1.97068	48.55757
"Vaspis"	-1.97073	48.55755
"Vaspis"	-1.97028	48.55754
"Vaspis"	-1.9742	48.55674
"Vaspis"	-1.97235	48.55714
"Vaspis"	-1.97148	48.55741
"Vaspis"	4.02702	45.65663
"Vaspis"	-1.96972	48.5575
"Vaspis"	-1.97251	48.55712
"Vaspis"	-1.97236	48.55714
"Vaspis"	-1.97337	48.55698
"Vaspis"	-1.97327	48.557
"Vaspis"	4.0157	45.65457
"Vaspis"	-1.9706	48.55756
"Vaspis"	-1.97276	48.5572
"Vaspis"	4.01737	45.65293
"Vaspis"	-1.97339	48.55696
"Vaspis"	12.942383	42.077953
"Vaspis"	10.237597	44.075096
"Vaspis"	2.174472	42.321981
"Vaspis"	0.14158	42.838725
"Vaspis"	6.878721	45.944183
"Vaspis"	7.398283	45.593043
"Vaspis"	2.069563	42.451341
"Vaspis"	11.1805	46.075444
"Vaspis"	2.600153	42.55423
"Vaspis"	6.500522	44.971851
"Vaspis"	5.449096	44.742
"Vaspis"	17.203489	40.744756
"Vaspis"	13.873132	41.767543
"Vaspis"	2.581588	48.397105
"Vaspis"	5.676814	44.723667
"Vaspis"	3.769676	43.704447
"Vaspis"	2.086444	42.466247
"Vaspis"	9.843763	46.27306
"Vaspis"	6.824549	43.725094
"Vaspis"	10.889866	45.787427
"Vaspis"	2.507931	45.442122
"Vaspis"	11.657899	43.42442
"Vaspis"	2.354002	45.180392
"Vaspis"	10.74249	45.944074
"Vaspis"	3.587724	44.31558
"Vaspis"	3.769128	43.703195
"Vaspis"	10.982579	46.021342
"Vaspis"	0.318558	42.573833
"Vaspis"	2.353849	45.180539
"Vaspis"	11.549227	43.526995
"Vaspis"	13.124279	42.017348
"Vaspis"	-2.70709	42.187877
"Vaspis"	6.042658	45.543754
"Vaspis"	12.510522	42.522488
"Vaspis"	6.194474	45.84176
"Vaspis"	10.725965	45.860732
"Vaspis"	-1.339455	45.928883
"Vaspis"	10.716377	43.775212
"Vaspis"	2.304176	42.373857
"Vaspis"	6.841326	46.085133
"Vaspis"	6.855797	46.103284
"Vaspis"	12.709414	41.753562
"Vaspis"	7.930194	44.187811
"Vaspis"	12.972719	42.056564
"Vaspis"	-1.588717	47.130181
"Vaspis"	12.326656	42.654867
"Vaspis"	13.02861	42.943212
"Vaspis"	10.739752	45.199717
"Vaspis"	13.519368	42.179046
"Vaspis"	2.98882	45.665898
"Vaspis"	7.436763	44.271065
"Vaspis"	14.381752	41.361802
"Vaspis"	-0.165858	42.870922
"Vaspis"	13.398421	46.274861
"Vaspis"	-1.554964	46.808769
"Vaspis"	7.370817	45.377459
"Vaspis"	11.797502	46.156066
"Vaspis"	2.583964	48.396825
"Vaspis"	13.841139	41.312291
"Vaspis"	12.979323	42.38073
"Vaspis"	7.260222	47.943312
"Vaspis"	13.38142	42.545116
"Vaspis"	7.263388	47.938412
"Vaspis"	7.26457	47.937542
"Vaspis"	7.255612	47.94513
"Vaspis"	7.263922	47.937267
"Vaspis"	-1.442877	46.786674
"Vaspis"	10.728204	45.860329
"Vaspis"	7.264055	47.938575
"Vaspis"	7.26453	47.937503
"Vaspis"	2.363375	48.485813
"Vaspis"	11.803501	46.156201
"Vaspis"	2.359833	48.487705
"Vaspis"	9.152929	44.591169
"Vaspis"	7.659584	44.274234
"Vaspis"	10.65299	43.082318
"Vaspis"	2.368238	48.486667
"Vaspis"	10.834822	45.941099
"Vaspis"	5.348733	45.047325
"Vaspis"	-0.144375	42.880248
"Vaspis"	6.50928	46.339291
"Vaspis"	15.64157	40.114807
"Vaspis"	3.132293	45.997012
"Vaspis"	3.130919	45.996297
"Vaspis"	10.973785	46.071286
"Vaspis"	7.392165	45.18451
"Vaspis"	3.678887	43.672652
"Vaspis"	14.947888	37.825277
"Vaspis"	12.23685	43.283922
"Vaspis"	6.111987	45.996289
"Vaspis"	7.316532	45.634853
"Vaspis"	12.406503	42.031998
"Vaspis"	6.027495	49.01877
"Vaspis"	6.12216	45.694646
"Vaspis"	0.514498	46.72597
"Vaspis"	-0.509247	42.762559
"Vaspis"	3.678909	43.672603
"Vaspis"	2.65323	43.180155
"Vaspis"	3.962954	45.858207
"Vaspis"	16.031644	41.755276
"Vaspis"	8.223001	44.512117
"Vaspis"	-2.580475	42.372068
"Vaspis"	3.317016	43.912406
"Vaspis"	2.575598	48.351224
"Vaspis"	3.316482	43.912981
"Vaspis"	2.57561	48.338452
"Vaspis"	12.28292	41.947309
"Vaspis"	3.316258	43.912362
"Vaspis"	2.57423	48.344914
"Vaspis"	1.13656	45.443436
"Vaspis"	1.13408	45.446933
"Vaspis"	12.041732	42.611232
"Vaspis"	15.550687	40.347843
"Vaspis"	11.049608	46.062735
"Vaspis"	3.317275	43.913029
"Vaspis"	2.577663	48.339893
"Vaspis"	6.746853	46.110322
"Vaspis"	14.982092	37.839489
"Vaspis"	14.222924	41.445373
"Vaspis"	3.31962	43.943596
"Vaspis"	-2.139775	46.846683
"Vaspis"	5.502894	43.796988
"Vaspis"	3.12658	44.230839
"Vaspis"	3.126588	44.230831
"Vaspis"	-0.020324	43.966978
"Vaspis"	7.496266	44.208141
"Vaspis"	0.03128	45.58037
"Vaspis"	-0.56831	42.93685
"Vaspis"	6.00004	44.72602
"Vaspis"	5.93694	44.72771
"Vaspis"	5.74323	44.64259
"Vaspis"	6.18168	44.58579
"Vaspis"	6.51875	44.93605
"Vaspis"	6.30754	44.58209
"Vaspis"	6.57633	44.84408
"Vaspis"	6.36778	44.53522
"Vaspis"	6.16151	44.22601
"Vaspis"	6.38748	43.8139
"Vaspis"	6.78069	44.11631
"Vaspis"	7.03023	44.10741
"Vaspis"	7.27631	44.05301
"Vaspis"	7.59503	44.13024
"Vaspis"	5.46361	44.01877
"Vaspis"	7.47026	44.1354
"Vaspis"	6.5103	44.80113
"Vaspis"	7.00906	44.69406
"Vaspis"	7.01226	44.73902
"Vaspis"	6.2524	44.71889
"Vaspis"	6.44438	44.75814
"Vaspis"	6.13123	44.81248
"Vaspis"	6.06804	44.81425
"Vaspis"	6.12873	44.7675
"Vaspis"	6.46099	45.02798
"Vaspis"	6.39483	44.98496
"Vaspis"	6.79268	44.29613
"Vaspis"	6.73899	44.43314
"Vaspis"	7.33861	44.05056
"Vaspis"	6.80173	44.43099
"Vaspis"	7.40091	44.04807
"Vaspis"	6.66168	44.21046
"Vaspis"	6.66458	44.25542
"Vaspis"	7.34204	44.09549
"Vaspis"	6.86447	44.42881
"Vaspis"	6.78667	44.20622
"Vaspis"	6.18676	44.67575
"Vaspis"	7.03342	44.15236
"Vaspis"	6.72123	44.1634
"Vaspis"	6.59632	44.16757
"Vaspis"	6.84612	44.15909
"Vaspis"	7.5914	44.08531
"Vaspis"	7.27969	44.09795
"Vaspis"	6.44162	44.71317
"Vaspis"	6.45821	44.98301
"Vaspis"	6.80476	44.47595
"Vaspis"	6.85833	44.3389
"Vaspis"	7.22067	44.14531
"Vaspis"	7.15826	44.14769
"Vaspis"	6.06313	44.72429
"Vaspis"	7.09584	44.15004
"Vaspis"	6.44989	44.84808
"Vaspis"	6.60203	44.25749
"Vaspis"	6.97099	44.15464
"Vaspis"	6.2498	44.67391
"Vaspis"	7.16155	44.19263
"Vaspis"	6.67332	44.39029
"Vaspis"	6.4991	44.62125
"Vaspis"	6.38667	44.85003
"Vaspis"	6.31018	44.62707
"Vaspis"	6.54791	44.39441
"Vaspis"	6.94291	43.75016
"Vaspis"	6.94603	44.69633
"Vaspis"	6.69782	43.80381
"Vaspis"	6.63005	43.71601
"Vaspis"	6.34911	44.22045
"Vaspis"	5.28383	44.20276
"Vaspis"	7.214	44.05543
"Vaspis"	7.07008	43.79054
"Vaspis"	6.59917	44.21253
"Vaspis"	6.41704	44.30845
"Vaspis"	6.48796	44.44138
"Vaspis"	6.74196	44.4781
"Vaspis"	5.80176	44.55104
"Vaspis"	6.69386	44.70503
"Vaspis"	6.75691	44.70291
"Vaspis"	5.73015	44.37269
"Vaspis"	6.64245	44.88699
"Vaspis"	6.90547	44.11194
"Vaspis"	6.83096	43.93435
"Vaspis"	6.16905	44.36092
"Vaspis"	5.73885	44.55262
"Vaspis"	6.33413	45.03186
"Vaspis"	5.65478	44.10435
"Vaspis"	6.24721	44.62894
"Vaspis"	5.79508	44.4161
"Vaspis"	6.58782	45.02397
"Vaspis"	6.22917	44.31413
"Vaspis"	6.93981	43.70523
"Vaspis"	7.09908	44.19499
"Vaspis"	6.72713	44.25331
"Vaspis"	6.15651	44.13608
"Vaspis"	6.88092	43.75239
"Vaspis"	7.0797	43.92534
"Vaspis"	5.40699	44.1551
"Vaspis"	6.4252	44.44335
"Vaspis"	5.67808	44.59915
"Vaspis"	6.31548	44.71702
"Vaspis"	6.18422	44.63077
"Vaspis"	5.92757	44.54778
"Vaspis"	5.78622	44.23618
"Vaspis"	5.86696	44.59441
"Vaspis"	6.17662	44.49584
"Vaspis"	6.16402	44.27098
"Vaspis"	6.96471	44.06475
"Vaspis"	5.99525	44.63605
"Vaspis"	6.52549	44.03473
"Vaspis"	6.06558	44.76927
"Vaspis"	6.6704	44.34533
"Vaspis"	5.46167	43.97379
"Vaspis"	6.18931	44.72072
"Vaspis"	5.542	44.3772
"Vaspis"	5.71291	44.01287
"Vaspis"	6.2266	44.26916
"Vaspis"	7.00805	43.79284
"Vaspis"	6.57346	44.79911
"Vaspis"	6.26845	43.9076
"Vaspis"	6.97413	44.19959
"Vaspis"	6.65123	45.0219
"Vaspis"	6.15152	44.04614
