"species"	"x"	"y"
"Vaspis"	1.84527	45.30091
"Vaspis"	-1.21661	45.7774
"Vaspis"	-1.19321	46.14799
"Vaspis"	0.70429	46.35533
"Vaspis"	0.57549	46.32564
"Vaspis"	0.54887	46.91964
"Vaspis"	0.70785	46.58061
"Vaspis"	2.46176	46.20607
"Vaspis"	-0.35707	45.2024
"Vaspis"	0.92666	46.32356
"Vaspis"	2.31634	45.38582
"Vaspis"	2.22615	45.43927
"Vaspis"	0.50877	46.64852
"Vaspis"	0.90919	46.44034
"Vaspis"	0.72417	46.81514
"Vaspis"	1.11694	46.08367
"Vaspis"	0.23	46.47094
"Vaspis"	0.22359	46.59692
"Vaspis"	0.91981	46.50359
"Vaspis"	0.19476	46.90255
"Vaspis"	-0.28273	43.61447
"Vaspis"	-0.01631	43.26206
"Vaspis"	-0.86228	44.85703
"Vaspis"	-0.40112	43.52077
"Vaspis"	-0.35815	46.0676
"Vaspis"	2.24128	46.20482
"Vaspis"	1.10649	46.01143
"Vaspis"	0.51453	46.52253
"Vaspis"	-0.72702	45.5873
"Vaspis"	-1.22793	44.66337
"Vaspis"	-0.8561	44.7671
"Vaspis"	0.37342	45.52379
"Vaspis"	-0.05922	44.07128
"Vaspis"	-0.25214	43.07517
"Vaspis"	-0.92579	43.95351
"Vaspis"	0.89928	45.17455
"Vaspis"	-0.81339	44.13771
"Vaspis"	-0.32972	44.42375
"Vaspis"	0.05623	44.25459
"Vaspis"	-1.00152	45.03239
"Vaspis"	0.26756	45.07078
"Vaspis"	-0.44425	44.24003
"Vaspis"	-0.86847	44.94695
"Vaspis"	0.27632	44.89081
"Vaspis"	-0.37262	45.14335
"Vaspis"	-1.06946	44.21862
"Vaspis"	-1.08239	44.39841
"Vaspis"	0.78984	44.72208
"Vaspis"	-0.19912	44.33753
"Vaspis"	-1.4025	43.66495
"Vaspis"	-0.86484	43.05491
"Vaspis"	-0.68855	44.14198
"Vaspis"	-1.2011	44.3038
"Vaspis"	2.20316	46.15052
"Vaspis"	1.51877	46.0626
"Vaspis"	0.15374	46.43302
"Vaspis"	0.39891	46.48392
"Vaspis"	0.51356	45.25671
"Vaspis"	-0.18899	44.15766
"Vaspis"	-0.49185	42.97764
"Vaspis"	0.37767	45.43379
"Vaspis"	-0.76601	45.31105
"Vaspis"	-0.4388	44.15011
"Vaspis"	1.02336	45.26689
"Vaspis"	-1.21447	44.48358
"Vaspis"	-1.03114	43.67936
"Vaspis"	-0.1393	43.25856
"Vaspis"	-0.44972	44.32996
"Vaspis"	-0.02102	43.35196
"Vaspis"	0.88565	45.5346
"Vaspis"	-1.15495	43.6747
"Vaspis"	-1.41636	43.84464
"Vaspis"	-1.08889	44.48831
"Vaspis"	-1.1217	44.93785
"Vaspis"	-0.45521	44.41989
"Vaspis"	-0.30345	43.97411
"Vaspis"	-1.24543	43.22072
"Vaspis"	-1.27874	43.66989
"Vaspis"	-1.15504	45.38743
"Vaspis"	0.64099	45.25947
"Vaspis"	1.03604	44.90684
"Vaspis"	-0.24709	42.98531
"Vaspis"	-0.29824	43.88419
"Vaspis"	-1.37505	43.30563
"Vaspis"	0.89589	45.26456
"Vaspis"	-0.47733	44.77964
"Vaspis"	-0.71204	44.50165
"Vaspis"	-0.575	44.32595
"Vaspis"	-0.14911	43.43834
"Vaspis"	-1.1098	43.04583
"Vaspis"	1.74625	45.73212
"Vaspis"	1.15679	45.08904
"Vaspis"	0.27194	44.98079
"Vaspis"	-1.19444	44.21392
"Vaspis"	-0.46623	44.59976
"Vaspis"	-0.2455	45.14712
"Vaspis"	0.64479	45.16947
"Vaspis"	1.02016	45.3569
"Vaspis"	0.39874	44.98383
"Vaspis"	0.01361	45.06426
"Vaspis"	0.75757	45.53212
"Vaspis"	-1.50505	43.39039
"Vaspis"	0.4974	45.61671
"Vaspis"	0.52156	45.07672
"Vaspis"	-0.81943	44.22761
"Vaspis"	-0.97596	44.67272
"Vaspis"	0.06089	44.16464
"Vaspis"	-0.18395	44.06773
"Vaspis"	0.63335	45.43948
"Vaspis"	-0.6086	42.88376
"Vaspis"	-0.74183	44.95129
"Vaspis"	-1.14833	45.29751
"Vaspis"	1.02654	45.17687
"Vaspis"	-1.12832	45.02776
"Vaspis"	0.09174	47.10721
"Vaspis"	0.47929	46.71995
"Vaspis"	0.16567	46.95589
"Vaspis"	-0.27759	43.52457
"Vaspis"	-0.88719	45.21675
"Vaspis"	-0.63853	45.31527
"Vaspis"	0.24986	45.43073
"Vaspis"	0.18585	44.16792
"Vaspis"	-0.70614	44.41172
"Vaspis"	-1.1226	43.22548
"Vaspis"	-0.34034	44.60364
"Vaspis"	-0.91961	43.86363
"Vaspis"	-0.36179	44.96344
"Vaspis"	-0.74785	45.04123
"Vaspis"	-1.51209	43.48021
"Vaspis"	0.65236	44.98947
"Vaspis"	-0.39051	43.341
"Vaspis"	0.54134	44.62677
"Vaspis"	-0.19405	44.24759
"Vaspis"	-1.25205	43.31054
"Vaspis"	0.00397	45.24421
"Vaspis"	1.28386	45.09106
"Vaspis"	-0.02574	43.44185
"Vaspis"	-0.11836	45.15075
"Vaspis"	-0.38523	43.25113
"Vaspis"	-0.70026	44.32181
"Vaspis"	-0.13441	43.16868
"Vaspis"	-0.87469	45.03688
"Vaspis"	-0.58725	45.60987
"Vaspis"	2.14036	46.02399
"Vaspis"	-0.64814	43.51274
"Vaspis"	0.78631	44.81208
"Vaspis"	0.38614	45.2538
"Vaspis"	-0.4118	43.70055
"Vaspis"	-0.96962	44.58281
"Vaspis"	0.51757	45.16671
"Vaspis"	-0.7239	44.6815
"Vaspis"	-1.40942	43.75479
"Vaspis"	0.75393	45.62213
"Vaspis"	-0.49727	43.06749
"Vaspis"	0.50954	45.34671
"Vaspis"	0.40291	44.89384
"Vaspis"	-0.99353	43.14027
"Vaspis"	-1.01442	45.21224
"Vaspis"	-1.01225	43.40979
"Vaspis"	-1.16148	43.76455
"Vaspis"	-0.61981	43.06344
"Vaspis"	-0.64244	43.42287
"Vaspis"	-1.14164	45.20759
"Vaspis"	-1.26535	43.49021
"Vaspis"	0.13597	45.15757
"Vaspis"	-0.88293	43.32444
"Vaspis"	-1.11619	43.13565
"Vaspis"	-0.6142	42.97359
"Vaspis"	2.38434	46.16966
"Vaspis"	0.32605	46.90567
"Vaspis"	0.19694	46.353
"Vaspis"	0.88907	45.44459
"Vaspis"	0.39455	45.07382
"Vaspis"	-0.56933	44.23603
"Vaspis"	-0.74234	43.05924
"Vaspis"	-0.04958	43.89142
"Vaspis"	0.53741	44.71675
"Vaspis"	-0.37471	43.0714
"Vaspis"	1.2811	45.18108
"Vaspis"	1.05477	44.36685
"Vaspis"	-0.12954	43.07881
"Vaspis"	-0.36948	42.98155
"Vaspis"	1.14183	45.53913
"Vaspis"	0.39035	45.16381
"Vaspis"	-0.87688	43.23459
"Vaspis"	0.26315	45.16076
"Vaspis"	-1.23469	44.75327
"Vaspis"	-0.62544	43.15328
"Vaspis"	1.01374	45.53694
"Vaspis"	0.14517	44.97761
"Vaspis"	-0.86236	45.14042
"Vaspis"	0.65613	44.89948
"Vaspis"	0.91274	44.81453
"Vaspis"	-0.50271	43.15734
"Vaspis"	-0.72986	44.77142
"Vaspis"	-0.3672	45.05339
"Vaspis"	-1.03394	45.48203
"Vaspis"	-0.43337	44.06019
"Vaspis"	1.27554	45.36113
"Vaspis"	-1.13497	45.11768
"Vaspis"	-1.05021	43.94897
"Vaspis"	0.64576	45.36424
"Vaspis"	1.78541	45.12017
"Vaspis"	0.66066	46.46255
"Vaspis"	0.49755	46.32395
"Vaspis"	0.90859	46.11605
"Vaspis"	0.93524	46.44082
"Vaspis"	1.11267	45.83139
"Vaspis"	-0.80623	46.17966
"Vaspis"	1.35927	46.20452
"Vaspis"	1.96026	45.29303
"Vaspis"	-0.54737	45.98973
"Vaspis"	-1.30352	45.90037
"Vaspis"	2.3111	45.80903
"Vaspis"	2.5455	46.27398
"Vaspis"	2.48946	46.0171
"Vaspis"	0.40851	46.55621
"Vaspis"	1.39448	46.33111
"Vaspis"	1.62707	46.38819
"Vaspis"	1.73823	46.08327
"Vaspis"	0.61682	46.27246
"Vaspis"	0.51911	46.13523
"Vaspis"	0.67991	45.59149
"Vaspis"	1.52687	46.24284
"Vaspis"	1.18325	46.42702
"Vaspis"	0.83393	46.36688
"Vaspis"	0.8729	46.03431
"Vaspis"	-1.01512	46.01918
"Vaspis"	1.1584	45.66326
"Vaspis"	-0.53021	46.12547
"Vaspis"	0.14449	46.36071
"Vaspis"	-0.89689	44.08185
"Vaspis"	2.30635	46.18722
"Vaspis"	1.45729	45.02606
"Vaspis"	1.27868	45.87907
"Vaspis"	1.4872	46.26934
"Vaspis"	2.30862	46.00713
"Vaspis"	0.15832	46.59532
"Vaspis"	0.83445	46.68216
"Vaspis"	1.47751	45.68378
"Vaspis"	1.31322	46.0147
"Vaspis"	-1.07101	45.89997
"Vaspis"	-1.29766	45.99077
"Vaspis"	1.86932	45.3732
"Vaspis"	1.48844	46.22432
"Vaspis"	1.29695	46.12254
"Vaspis"	2.23955	45.39433
"Vaspis"	2.0834	46.33873
"Vaspis"	2.35111	45.6922
"Vaspis"	2.18101	45.89822
"Vaspis"	-0.2666	46.05225
"Vaspis"	2.37477	45.87244
"Vaspis"	1.71124	45.57863
"Vaspis"	1.27671	45.94209
"Vaspis"	0.05668	45.5745
"Vaspis"	-1.01501	44.64749
"Vaspis"	-1.23177	45.97522
"Vaspis"	-1.31247	46.1796
"Vaspis"	2.0831	46.35674
"Vaspis"	2.21328	46.34871
"Vaspis"	1.64604	45.62289
"Vaspis"	0.13124	45.62149
"Vaspis"	2.11291	45.32136
"Vaspis"	2.26806	46.14196
"Vaspis"	2.47516	46.16111
"Vaspis"	0.10218	45.44053
"Vaspis"	-0.20996	45.74745
"Vaspis"	0.59084	45.63104
"Vaspis"	-0.78836	44.67038
"Vaspis"	-1.2118	45.71445
"Vaspis"	-0.5362	46.01712
"Vaspis"	1.53722	45.36935
"Vaspis"	2.23733	45.55641
"Vaspis"	1.85675	45.98546
"Vaspis"	2.54624	46.18393
"Vaspis"	2.22679	46.31278
"Vaspis"	1.8041	46.02995
"Vaspis"	-0.51062	45.41399
"Vaspis"	2.90547	43.02062
"Vaspis"	1.43566	45.80029
"Vaspis"	1.06836	45.99277
"Vaspis"	-0.56385	45.84498
"Vaspis"	1.44881	45.33214
"Vaspis"	1.66968	45.17288
"Vaspis"	0.77788	45.82529
"Vaspis"	-0.60929	45.35678
"Vaspis"	0.30948	45.65292
"Vaspis"	-0.1208	45.30838
"Vaspis"	2.32254	45.92617
"Vaspis"	1.02444	46.13614
"Vaspis"	-0.54635	45.77342
"Vaspis"	0.37151	45.69944
"Vaspis"	1.6545	45.80311
"Vaspis"	1.7986	46.28205
"Vaspis"	2.37272	46.05253
"Vaspis"	1.13538	45.92184
"Vaspis"	2.01905	46.30218
"Vaspis"	0.61678	45.97516
"Vaspis"	-0.21161	45.33284
"Vaspis"	1.35359	46.39358
"Vaspis"	1.33448	45.31248
"Vaspis"	1.70807	45.16433
"Vaspis"	2.04368	45.63598
"Vaspis"	2.19325	45.94333
"Vaspis"	1.33114	46.27616
"Vaspis"	0.23339	45.63306
"Vaspis"	0.09607	45.55751
"Vaspis"	-0.18868	45.37856
"Vaspis"	-0.33141	45.20119
"Vaspis"	0.4676	45.5665
"Vaspis"	-0.77785	46.14454
"Vaspis"	0.21181	45.55143
"Vaspis"	0.58977	46.00162
"Vaspis"	-0.09101	45.922
"Vaspis"	-0.38592	44.41753
"Vaspis"	-1.09536	43.96982
"Vaspis"	1.00794	45.16303
"Vaspis"	-0.44506	43.11869
"Vaspis"	-1.18379	45.17446
"Vaspis"	-0.56171	42.81782
"Vaspis"	-0.70292	44.65066
"Vaspis"	-1.18043	45.12951
"Vaspis"	-0.11341	45.633
"Vaspis"	-1.42697	43.74056
"Vaspis"	-1.19758	44.84935
"Vaspis"	0.86525	44.56596
"Vaspis"	-0.80752	44.89047
"Vaspis"	-1.12398	44.36531
"Vaspis"	-1.25605	44.45043
"Vaspis"	-0.47059	44.56808
"Vaspis"	-1.45098	43.09081
"Vaspis"	-1.09644	45.54739
"Vaspis"	-1.23998	44.73954
"Vaspis"	-0.27449	44.66417
"Vaspis"	0.51049	45.46835
"Vaspis"	-1.32752	44.06903
"Vaspis"	-0.65954	44.76025
"Vaspis"	-0.51593	43.07138
"Vaspis"	-1.46671	43.61276
"Vaspis"	-0.5793	44.09605
"Vaspis"	-0.40831	44.37179
"Vaspis"	-1.30032	44.20531
"Vaspis"	-0.02201	44.19391
"Vaspis"	-1.00415	43.02731
"Vaspis"	-1.19102	43.06522
"Vaspis"	0.91475	45.95402
"Vaspis"	-0.36362	45.73396
"Vaspis"	0.6144	45.73187
"Vaspis"	1.19009	46.13492
"Vaspis"	-0.38364	43.09702
"Vaspis"	-1.37771	43.69542
"Vaspis"	1.59662	46.28339
"Vaspis"	1.90998	45.13437
"Vaspis"	0.35206	46.32704
"Vaspis"	-0.75423	44.62005
"Vaspis"	1.99343	47.24785
"Vaspis"	2.18537	46.97359
"Vaspis"	1.7165	44.7635
"Vaspis"	2.15736	48.40228
"Vaspis"	0.65343	44.81155
"Vaspis"	2.29011	48.50093
"Vaspis"	-0.3755	46.13919
"Vaspis"	-0.54797	46.80094
"Vaspis"	-0.36872	46.66214
"Vaspis"	-0.14665	46.21786
"Vaspis"	-0.73753	46.88507
"Vaspis"	-0.28978	46.8717
"Vaspis"	-0.12625	46.54285
"Vaspis"	-0.60747	46.70895
"Vaspis"	-0.68078	46.8238
"Vaspis"	-0.41816	46.61561
"Vaspis"	-0.03447	46.06771
"Vaspis"	0.86045	46.53143
"Vaspis"	0.82409	46.47096
"Vaspis"	-0.51827	46.74777
"Vaspis"	-0.77375	46.83882
"Vaspis"	-0.2343	46.60292
"Vaspis"	-1.17749	44.41405
"Vaspis"	-0.65457	46.82464
"Vaspis"	-0.16693	46.56876
"Vaspis"	-0.51186	46.64883
"Vaspis"	2.81349	43.84385
"Vaspis"	-0.61706	46.85286
"Vaspis"	2.55997	44.47318
"Vaspis"	-0.24019	46.70189
"Vaspis"	1.83898	42.84818
"Vaspis"	2.93744	44.20399
"Vaspis"	2.93724	44.38402
"Vaspis"	2.68867	43.93356
"Vaspis"	2.43605	44.29258
"Vaspis"	3.06409	43.21647
"Vaspis"	0.98379	42.83552
"Vaspis"	-0.49932	47.06379
"Vaspis"	1.35025	42.84178
"Vaspis"	3.44073	44.5632
"Vaspis"	-0.05197	46.38265
"Vaspis"	2.68844	43.69741
"Vaspis"	2.19055	43.93101
"Vaspis"	1.46768	43.02341
"Vaspis"	-0.48862	46.6946
"Vaspis"	2.31723	43.75188
"Vaspis"	2.10886	43.46316
"Vaspis"	1.899	42.82049
"Vaspis"	2.31937	43.57193
"Vaspis"	1.51233	42.93217
"Vaspis"	2.4534	42.49343
"Vaspis"	3.06207	43.754
"Vaspis"	2.68619	44.38359
"Vaspis"	2.45086	42.76314
"Vaspis"	2.93704	44.56406
"Vaspis"	3.23197	44.53344
"Vaspis"	-0.64995	46.95097
"Vaspis"	-0.49615	46.81154
"Vaspis"	4.06689	44.37887
"Vaspis"	2.8129	44.02384
"Vaspis"	3.81072	44.021
"Vaspis"	0.12016	42.99578
"Vaspis"	1.622	44.8149
"Vaspis"	-0.28596	46.80873
"Vaspis"	2.93734	44.294
"Vaspis"	3.63749	44.49499
"Vaspis"	2.19563	43.57108
"Vaspis"	2.81918	43.79821
"Vaspis"	2.57023	43.12341
"Vaspis"	2.3741	42.81419
"Vaspis"	-0.45914	46.84871
"Vaspis"	2.81021	44.834
"Vaspis"	2.43515	44.38259
"Vaspis"	2.13476	44.45541
"Vaspis"	-0.66288	46.02928
"Vaspis"	0.06222	46.19642
"Vaspis"	-0.13183	46.8671
"Vaspis"	3.06276	44.38402
"Vaspis"	2.68569	44.47361
"Vaspis"	1.7088	43.20649
"Vaspis"	3.6959	44.83198
"Vaspis"	1.34513	43.0216
"Vaspis"	3.81718	44.47103
"Vaspis"	1.79522	44.5791
"Vaspis"	1.47714	42.66379
"Vaspis"	3.69147	44.47189
"Vaspis"	3.13847	43.96051
"Vaspis"	1.103	42.92764
"Vaspis"	3.06237	44.02398
"Vaspis"	2.93793	43.754
"Vaspis"	-0.22784	46.05336
"Vaspis"	2.21048	42.49191
"Vaspis"	3.75328	44.77426
"Vaspis"	1.3477	42.93169
"Vaspis"	1.6758	44.64618
"Vaspis"	1.54507	44.82463
"Vaspis"	2.07911	43.12033
"Vaspis"	2.98697	44.05668
"Vaspis"	-0.29086	46.67341
"Vaspis"	-0.38964	46.78769
"Vaspis"	1.68553	44.83358
"Vaspis"	-0.12895	46.36254
"Vaspis"	1.928	44.64891
"Vaspis"	-0.41657	46.17402
"Vaspis"	-0.42896	46.16463
"Vaspis"	3.18592	43.66388
"Vaspis"	1.22809	42.83983
"Vaspis"	-0.20415	46.75697
"Vaspis"	2.58679	43.74648
"Vaspis"	2.81201	44.29386
"Vaspis"	3.06246	44.11399
"Vaspis"	1.6156	43.12352
"Vaspis"	1.83538	43.02802
"Vaspis"	2.93812	43.57404
"Vaspis"	1.82929	43.23964
"Vaspis"	2.55856	44.65322
"Vaspis"	1.62039	44.51651
"Vaspis"	-0.08968	46.5889
"Vaspis"	0.97998	45.36174
"Vaspis"	-0.92491	44.91155
"Vaspis"	1.23701	45.05034
"Vaspis"	-1.27186	46.41195
"Vaspis"	-1.38462	46.43583
"Vaspis"	-1.06235	43.88533
"Vaspis"	-0.84333	44.6729
"Vaspis"	-0.4373	45.26305
"Vaspis"	1.35838	44.93459
"Vaspis"	-0.87477	44.21215
"Vaspis"	-0.84121	44.45666
"Vaspis"	0.21243	45.02887
"Vaspis"	-0.6066	44.32943
"Vaspis"	-0.95877	45.23677
"Vaspis"	-0.82157	44.53846
"Vaspis"	-0.1505	44.25336
"Vaspis"	-0.87247	44.5457
"Vaspis"	-0.2871	44.01513
"Vaspis"	0.28194	44.12081
"Vaspis"	1.21411	45.08547
"Vaspis"	-0.0926	44.11088
"Vaspis"	-1.12637	44.91513
"Vaspis"	-0.52549	44.03473
"Vaspis"	-0.06965	45.07551
"Vaspis"	1.05999	45.49721
"Vaspis"	0.68202	45.03964
"Vaspis"	-0.99486	45.02813
"Vaspis"	0.79485	45.07796
"Vaspis"	0.1219	44.07169
"Vaspis"	-0.9071	45.40988
"Vaspis"	0.7538	44.83394
"Vaspis"	-0.76104	43.63048
"Vaspis"	-1.14172	44.77933
"Vaspis"	0.53006	45.60392
"Vaspis"	-1.04748	43.29588
"Vaspis"	-0.72477	44.21735
"Vaspis"	-0.96554	44.6145
"Vaspis"	-1.25976	44.66666
"Vaspis"	0.74404	44.76169
"Vaspis"	0.64929	45.51639
"Vaspis"	-0.43557	44.40698
"Vaspis"	-0.37592	44.03945
"Vaspis"	-1.19767	43.32618
"Vaspis"	-0.95481	44.46166
"Vaspis"	-0.72881	44.46954
"Vaspis"	-0.53111	42.91784
"Vaspis"	5.48143	43.98426
"Vaspis"	-1.02138	43.09871
"Vaspis"	-0.56604	44.68219
"Vaspis"	0.84532	45.08795
"Vaspis"	-0.9072	44.31915
"Vaspis"	0.9455	44.78362
"Vaspis"	1.07991	44.92112
"Vaspis"	-0.91972	44.3187
"Vaspis"	-0.70864	43.58725
"Vaspis"	-1.02591	44.57626
"Vaspis"	0.9172	45.20641
"Vaspis"	0.42112	45.18705
"Vaspis"	-0.65812	44.544
"Vaspis"	-1.46997	43.49547
"Vaspis"	-1.01506	44.95528
"Vaspis"	0.11917	44.12566
"Vaspis"	-0.64708	44.37315
"Vaspis"	-0.65603	44.70629
"Vaspis"	-0.92703	44.96744
"Vaspis"	-1.01547	44.78397
"Vaspis"	-0.43707	43.19097
"Vaspis"	-1.0276	45.30644
"Vaspis"	-0.32484	42.95143
"Vaspis"	0.71908	45.68899
"Vaspis"	-0.64629	44.16592
"Vaspis"	-0.34157	44.518
"Vaspis"	-0.64264	44.49945
"Vaspis"	-0.5986	44.20354
"Vaspis"	0.72411	47.43293
"Vaspis"	-0.7509	44.80226
"Vaspis"	-0.22501	43.35957
"Vaspis"	-0.89114	44.08541
"Vaspis"	-0.25902	43.08847
"Vaspis"	-0.36606	43.66145
"Vaspis"	-0.76645	44.27901
"Vaspis"	-1.22683	46.53364
"Vaspis"	3.50648	46.41007
"Vaspis"	-1.42928	47.50919
"Vaspis"	0.89275	43.31194
"Vaspis"	0.15739	44.23009
"Vaspis"	6.20787	43.12483
"Vaspis"	7.73985	48.66764
"Vaspis"	0.34607	47.22705
"Vaspis"	1.58598	43.79698
"Vaspis"	1.65148	50.52295
"Vaspis"	0.29693	47.22852
"Vaspis"	0.13858	48.05961
"Vaspis"	4.24274	43.57087
"Vaspis"	-0.78747	46.29985
"Vaspis"	4.21101	44.83569
"Vaspis"	0.41629	47.14981
"Vaspis"	3.86927	43.61335
"Vaspis"	-1.11432	46.39371
"Vaspis"	4.22713	43.59496
"Vaspis"	4.18595	44.82869
"Vaspis"	6.09674	43.03729
"Vaspis"	0.44611	46.98142
"Vaspis"	3.02422	42.53507
"Vaspis"	0.38404	46.99812
"Vaspis"	1.66307	49.08347
"Vaspis"	0.3837	47.265
"Vaspis"	5.48376	47.13322
"Vaspis"	5.01892	47.042
"Vaspis"	4.33848	43.60613
"Vaspis"	-1.1756	49.39236
"Vaspis"	0.66698	47.57999
"Vaspis"	0.27283	47.3157
"Vaspis"	1.70712	49.06208
"Vaspis"	6.51579	45.78996
"Vaspis"	5.22491	44.63114
"Vaspis"	0.42243	47.24069
"Vaspis"	5.69057	49.48447
"Vaspis"	4.44835	44.58201
"Vaspis"	0.7379	47.35672
"Vaspis"	5.72324	44.68254
"Vaspis"	4.45897	45.08548
"Vaspis"	5.47045	46.19634
"Vaspis"	1.63932	45.73705
"Vaspis"	-1.76789	47.14097
"Vaspis"	1.20955	45.95637
"Vaspis"	3.48098	45.89538
"Vaspis"	4.01821	46.54202
"Vaspis"	1.19924	45.38214
"Vaspis"	3.83784	46.0706
"Vaspis"	2.27436	44.92557
"Vaspis"	2.46514	44.47711
"Vaspis"	3.92595	45.65526
"Vaspis"	5.67366	45.80081
"Vaspis"	4.04261	45.54033
"Vaspis"	1.22383	46.98155
"Vaspis"	4.25009	45.49039
"Vaspis"	1.57773	44.65312
"Vaspis"	5.58378	45.93958
"Vaspis"	5.53875	44.80748
"Vaspis"	-1.62751	46.47587
"Vaspis"	-1.98965	47.06114
"Vaspis"	3.16458	46.18222
"Vaspis"	5.61663	46.33051
"Vaspis"	4.30927	45.6409
"Vaspis"	-0.76485	46.5625
"Vaspis"	3.89674	45.5554
"Vaspis"	5.7596	46.04988
"Vaspis"	5.63996	45.84671
"Vaspis"	6.12912	45.68108
"Vaspis"	3.75416	45.85248
"Vaspis"	5.93121	44.84157
"Vaspis"	6.76287	44.21458
"Vaspis"	-1.68397	47.18496
"Vaspis"	6.12919	44.66832
"Vaspis"	5.6158	45.01371
"Vaspis"	3.80954	45.80135
"Vaspis"	4.79373	47.34773
"Vaspis"	-1.36011	47.33751
"Vaspis"	5.22244	45.47703
"Vaspis"	4.0597	45.3684
"Vaspis"	3.24243	45.18349
"Vaspis"	1.95571	45.67319
"Vaspis"	6.72901	45.25504
"Vaspis"	1.24882	45.8544
"Vaspis"	3.97432	45.77238
"Vaspis"	1.26296	42.77391
"Vaspis"	4.04408	44.89048
"Vaspis"	5.67246	46.39473
"Vaspis"	3.12607	45.26411
"Vaspis"	3.17671	45.31786
"Vaspis"	4.50068	45.27136
"Vaspis"	3.08033	45.98588
"Vaspis"	4.01045	48.25102
"Vaspis"	-0.96623	45.99978
"Vaspis"	6.79975	44.0387
"Vaspis"	5.39224	45.73675
"Vaspis"	6.07295	46.11043
"Vaspis"	0.80379	47.42717
"Vaspis"	3.01867	45.86824
"Vaspis"	0.55509	47.81621
"Vaspis"	-1.41067	47.19648
"Vaspis"	4.82438	44.9409
"Vaspis"	2.79225	45.0099
"Vaspis"	4.09239	45.54414
"Vaspis"	3.79444	46.06329
"Vaspis"	1.94094	46.12876
"Vaspis"	5.35776	46.00569
"Vaspis"	3.04204	44.31842
"Vaspis"	-0.44375	47.6246
"Vaspis"	6.46984	44.9957
"Vaspis"	5.00151	47.4189
"Vaspis"	4.01996	45.66032
"Vaspis"	0.7761	47.3526
"Vaspis"	2.99917	45.72292
"Vaspis"	2.98068	44.93444
"Vaspis"	2.60922	46.38832
"Vaspis"	-1.47062	47.16042
"Vaspis"	0.7476	47.75008
"Vaspis"	-1.61666	47.17067
"Vaspis"	-0.77405	47.34973
"Vaspis"	-0.44446	45.23398
"Vaspis"	0.83412	44.87415
"Vaspis"	1.19883	47.57594
"Vaspis"	2.61084	44.42329
"Vaspis"	5.47314	44.65819
"Vaspis"	5.96956	44.48057
"Vaspis"	4.30375	46.12075
"Vaspis"	2.99758	45.59189
"Vaspis"	2.83545	45.79324
"Vaspis"	1.10637	47.11284
"Vaspis"	4.1844	45.40795
"Vaspis"	6.77855	45.45067
"Vaspis"	5.20967	44.79841
"Vaspis"	5.50298	45.96506
"Vaspis"	2.49009	45.65027
"Vaspis"	-2.03219	47.08562
"Vaspis"	6.71077	44.36401
"Vaspis"	4.72023	47.03482
"Vaspis"	6.35644	45.39501
"Vaspis"	5.24148	45.97483
"Vaspis"	3.08818	44.40131
"Vaspis"	-1.29272	47.38861
"Vaspis"	5.58801	46.02857
"Vaspis"	4.65956	46.92325
"Vaspis"	-1.40789	46.66766
"Vaspis"	3.09533	44.90578
"Vaspis"	1.45651	46.12493
"Vaspis"	6.12074	46.09788
"Vaspis"	6.86923	45.55759
"Vaspis"	-1.50954	47.10038
"Vaspis"	-0.44056	47.90826
"Vaspis"	7.11828	44.12139
"Vaspis"	6.69674	44.46252
"Vaspis"	3.88014	45.73095
"Vaspis"	6.4763	45.95624
"Vaspis"	6.28606	45.7254
"Vaspis"	6.05064	44.034
"Vaspis"	5.98069	44.95881
"Vaspis"	6.42236	46.14518
"Vaspis"	5.93815	45.58154
"Vaspis"	2.95575	46.62437
"Vaspis"	3.06491	45.73807
"Vaspis"	1.50545	45.90468
"Vaspis"	-0.90122	46.41134
"Vaspis"	5.35577	46.32659
"Vaspis"	3.09402	46.06143
"Vaspis"	5.54511	45.16838
"Vaspis"	5.87616	44.13685
"Vaspis"	3.13192	44.52346
"Vaspis"	-0.32697	45.25311
"Vaspis"	0.68248	47.90063
"Vaspis"	-2.00406	46.98108
"Vaspis"	5.4417	44.89745
"Vaspis"	5.69009	45.86963
"Vaspis"	1.47838	42.78255
"Vaspis"	4.0605	45.67239
"Vaspis"	3.11346	45.96575
"Vaspis"	3.69412	44.21943
"Vaspis"	6.57003	45.45407
"Vaspis"	6.58743	45.37011
"Vaspis"	4.10475	45.31574
"Vaspis"	6.07724	49.02543
"Vaspis"	5.11124	44.64692
"Vaspis"	6.46017	44.73631
"Vaspis"	-0.51836	47.52854
"Vaspis"	5.90342	44.99232
"Vaspis"	5.92541	48.75926
"Vaspis"	6.3109	44.30533
"Vaspis"	5.83379	44.46381
"Vaspis"	-1.62299	47.27441
"Vaspis"	1.93681	42.65821
"Vaspis"	2.04427	43.04086
"Vaspis"	-0.23406	45.17093
"Vaspis"	5.82025	44.95824
"Vaspis"	6.79273	46.30101
"Vaspis"	5.34022	45.75276
"Vaspis"	5.79184	45.53609
"Vaspis"	-2.01651	46.88168
"Vaspis"	6.11348	46.33183
"Vaspis"	5.85135	45.38558
"Vaspis"	6.53074	44.71806
"Vaspis"	5.21635	46.06706
"Vaspis"	3.92607	45.7429
"Vaspis"	5.95018	44.53337
"Vaspis"	4.83728	47.52032
"Vaspis"	4.74349	45.0452
"Vaspis"	1.56515	44.3333
